episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
382,920.0,620,223521,0.1,0.1648593584616338,1214.7449907499977,True,False
383,520.0,604,224125,0.1,0.16799297390986753,1218.1596571249975,True,False
384,790.0,787,224912,0.1,0.14515201680286585,1222.3164192080003,True,False
385,890.0,647,225559,0.1,0.14746458249988023,1225.6404973749995,True,False
386,590.0,558,226117,0.1,0.14765385599540812,1228.566027249999,True,False
387,440.0,648,226765,0.1,0.15844634252335923,1231.963658749999,True,False
388,680.0,567,227332,0.1,0.1374032045648971,1234.7067145,True,False
389,2670.0,1097,228429,0.1,0.1493092464201533,1240.285391292,True,False
390,1160.0,871,229300,0.1,0.15157961059327518,1244.8924380419994,True,False
391,480.0,421,229721,0.1,0.14117976157438186,1247.5735230419996,True,False
392,1020.0,681,230402,0.1,0.16166289812501738,1251.0065332919985,True,False
393,1730.0,878,231280,0.1,0.14333436156369067,1255.9332119579994,True,False
394,720.0,582,231862,0.1,0.13090185977775476,1258.9621085830004,True,False
395,630.0,544,232406,0.1,0.1565588055562009,1262.149559333,True,False
396,830.0,634,233040,0.1,0.13383731995738526,1265.0345596669977,True,False
397,1240.0,775,233815,0.1,0.14492499050467125,1270.2631776249982,True,False
398,840.0,704,234519,0.1,0.15907241339498962,1274.0633919169995,True,False
399,1440.0,841,235360,0.1,0.14053919048035315,1278.0815187499975,True,False
400,890.0,760,236120,0.1,0.1430314510570545,1281.574993708,True,False
401,880.0,794,236914,0.1,0.137408621957281,1286.940861916999,True,False
402,490.0,536,237450,0.1,0.13443031840359987,1289.485079332997,True,False
403,860.0,821,238271,0.1,0.12796185658108897,1293.4161670419999,True,False
404,480.0,462,238733,0.1,0.15933148174321857,1295.6395821669976,True,False
405,530.0,544,239277,0.1,0.15103999147301211,1298.247921457998,True,False
406,840.0,694,239971,0.1,0.1407715182514549,1301.5779529169995,True,False
407,670.0,657,240628,0.1,0.14060770918925602,1304.7141676669999,True,False
408,440.0,526,241154,0.1,0.129345529122662,1307.3832928329975,True,False
409,730.0,738,241892,0.1,0.1366927039985721,1311.0219946670004,True,False
410,900.0,715,242607,0.1,0.134164699154456,1314.5363691249986,True,False
411,500.0,514,243121,0.1,0.12319126335340877,1316.9532311250005,True,False
412,580.0,563,243684,0.1,0.13086485064832876,1319.6256610419987,True,False
413,540.0,412,244096,0.1,0.146018080015495,1321.584638332999,True,False
414,720.0,644,244740,0.1,0.1368964586453223,1324.6844083750002,True,False
415,650.0,617,245357,0.1,0.1555751363275113,1327.5724741249978,True,False
416,460.0,467,245824,0.1,0.12472695384461147,1329.8132425419972,True,False
417,360.0,398,246222,0.1,0.1255609394248688,1331.7148346249996,True,False
418,510.0,404,246626,0.1,0.11825770685578336,1333.6911782499992,True,False
419,1700.0,765,247391,0.1,0.15281870497966,1337.433283208,True,False
420,610.0,482,247873,0.1,0.1279383865762348,1339.7624412919977,True,False
421,470.0,461,248334,0.1,0.147762296575567,1341.8709459579986,True,False
422,360.0,516,248850,0.1,0.1569245353110077,1344.1910514999981,True,False
423,730.0,532,249382,0.1,0.14553860678596603,1346.6084497079974,True,False
424,780.0,843,250225,0.1,0.1421444027980357,1350.5530783329996,True,False
425,920.0,691,250916,0.1,0.14047069515968333,1353.7478822079975,True,False
426,410.0,435,251351,0.1,0.14550728430212648,1357.0019600829983,True,False
427,480.0,496,251847,0.1,0.16285786988033402,1359.1479327499983,True,False
428,720.0,784,252631,0.1,0.15995560424896527,1362.8118780419973,True,False
429,910.0,535,253166,0.1,0.1601253599762472,1365.2468127079992,True,False
430,490.0,436,253602,0.1,0.13715335231171835,1367.2354219579975,True,False
431,850.0,641,254243,0.1,0.1234585725935176,1370.1769206669996,True,False
432,620.0,600,254843,0.1,0.15859947085380555,1372.9220801249976,True,False
433,270.0,358,255201,0.1,0.17312331837084557,1374.57399325,True,False
434,580.0,480,255681,0.1,0.14492694077392418,1376.7558557079974,True,False
435,460.0,486,256167,0.1,0.15502789117826904,1378.9393879169984,True,False
436,980.0,1080,257247,0.1,0.13045866820547317,1383.9825371249972,True,False
437,1630.0,781,258028,0.1,0.13940863700925696,1387.6379453749978,True,False
438,1370.0,790,258818,0.1,0.13677237448542554,1391.1086808750006,True,False
439,550.0,607,259425,0.1,0.15051359742095596,1393.7541479169995,True,False
440,690.0,477,259902,0.1,0.12944102506427205,1395.8677416249993,True,False
441,710.0,686,260588,0.1,0.15784780934539644,1398.8519402499987,True,False
442,920.0,885,261473,0.1,0.14543614144609796,1402.693256167,True,False
443,540.0,547,262020,0.1,0.1363021787663881,1405.1316318329991,True,False
444,870.0,596,262616,0.1,0.15042211427884614,1407.683790957999,True,False
445,780.0,601,263217,0.1,0.14179774828255176,1410.3375639169972,True,False
446,630.0,490,263707,0.1,0.13972221211087507,1412.5145021249991,True,False
447,860.0,731,264438,0.1,0.14374405950755695,1415.6882701670002,True,False
448,1290.0,784,265222,0.1,0.13605921517829506,1419.1907559169995,True,False
449,440.0,490,265712,0.1,0.15948254039617088,1421.4318947499996,True,False
450,560.0,656,266368,0.1,0.1372975476608589,1424.4808354999986,True,False
451,1690.0,956,267324,0.1,0.149055404050829,1429.6599934579972,True,False
452,680.0,656,267980,0.1,0.16988707699517652,1432.7043015829986,True,False
453,1210.0,782,268762,0.1,0.1427676200102537,1436.359201416999,True,False
454,1420.0,807,269569,0.1,0.1427113520774511,1439.9937672919987,True,False
455,1100.0,794,270363,0.1,0.14730578820889045,1443.6741613749982,True,False
456,1030.0,642,271005,0.1,0.14011859605725138,1446.6754930829993,True,False
457,930.0,592,271597,0.1,0.15114611520658475,1449.4105000419986,True,False
458,830.0,585,272182,0.1,0.1285564615199827,1452.2376257079995,True,False
459,680.0,682,272864,0.1,0.15264807345225798,1455.3690106249996,True,False
460,420.0,413,273277,0.1,0.17503666964549464,1457.237386124998,True,False
461,950.0,594,273871,0.1,0.16832543227418856,1459.9407037499986,True,False
462,1370.0,1022,274893,0.1,0.140447346973815,1464.5523339169995,True,False
463,1390.0,560,275453,0.1,0.16326083623405013,1467.0824040419975,True,False
464,850.0,758,276211,0.1,0.15141744536185076,1470.552272957997,True,False
465,1570.0,917,277128,0.1,0.1540670921864069,1474.6722418749996,True,False
466,850.0,671,277799,0.1,0.1753504270029639,1477.7657474999978,True,False
467,840.0,699,278498,0.1,0.17006151103547643,1480.8943459999973,True,False
468,470.0,511,279009,0.1,0.15789068082813174,1483.2253557919976,True,False
469,530.0,462,279471,0.1,0.1688457535660785,1485.327938208,True,False
470,1100.0,816,280287,0.1,0.15609469164308964,1489.2124094169994,True,False
471,620.0,494,280781,0.1,0.15757066747474094,1491.543546124998,True,False
472,790.0,650,281431,0.1,0.18042266826478787,1494.458761916998,True,False
473,830.0,801,282232,0.1,0.12715164673936308,1498.0493407499998,True,False
474,500.0,544,282776,0.1,0.1615776293363203,1500.4877875419988,True,False
475,430.0,389,283165,0.1,0.1592268572409743,1502.2530132499996,True,False
476,460.0,386,283551,0.1,0.14902801668116203,1504.867591708,True,False
477,2260.0,800,284351,0.1,0.1821495834738016,1508.303138416999,True,False
478,650.0,696,285047,0.1,0.17604258472378226,1511.6156789999986,True,False
479,1160.0,869,285916,0.1,0.183609759623031,1515.6218551249985,True,False
480,860.0,613,286529,0.1,0.16667447347510483,1518.4190093750003,True,False
481,670.0,668,287197,0.1,0.15444013679366625,1521.627024999998,True,False
482,570.0,536,287733,0.1,0.16646884554135266,1524.7348819170002,True,False
483,1210.0,949,288682,0.1,0.17713897779018065,1529.6122914169973,True,False
484,650.0,564,289246,0.1,0.18048839247290124,1532.4266425829992,True,False
485,1020.0,859,290105,0.1,0.16427292316112407,1536.5568201669994,True,False
486,1180.0,803,290908,0.1,0.162258590214807,1540.701940707997,True,False
487,760.0,533,291441,0.1,0.14582872065834532,1543.609518166999,True,False
488,530.0,619,292060,0.1,0.1732628561315998,1548.0461063749972,True,False
489,440.0,481,292541,0.1,0.18973966355745991,1551.0851659170003,True,False
490,690.0,530,293071,0.1,0.15667836514837813,1553.9501622499993,True,False
491,500.0,407,293478,0.1,0.1559457740947312,1557.534243332997,True,False
492,500.0,435,293913,0.1,0.1927306898485083,1560.0544399169994,True,False
493,1260.0,745,294658,0.1,0.15011550531151793,1563.9007218749975,True,False
494,270.0,382,295040,0.1,0.1685213208741819,1566.4177989169984,True,False
495,760.0,705,295745,0.1,0.16056362901475618,1570.2570129999986,True,False
496,670.0,520,296265,0.1,0.17888261629984928,1574.6937340419972,True,False
497,460.0,425,296690,0.1,0.16251241999133578,1578.7412762919994,True,False
498,1080.0,764,297454,0.1,0.15128099909588616,1583.699832667,True,False
499,610.0,544,297998,0.1,0.1583032398210729,1588.1160339579983,True,False
500,920.0,736,298734,0.1,0.1809247876719936,1592.133557416997,True,False
501,510.0,518,299252,0.1,0.16329584803718786,1597.3599363329995,True,False
502,770.0,631,299883,0.1,0.16842149224156028,1602.6065294170003,True,False
503,540.0,497,300380,0.1,0.17223513075709343,1605.7347268749982,True,False
504,1070.0,647,301027,0.1,0.18557290186793168,1609.015871042,True,False
505,1400.0,989,302016,0.1,0.20486906633502053,1613.6255200829983,True,False
506,1360.0,589,302605,0.1,0.17055147113341865,1616.2620705419977,True,False
507,770.0,629,303234,0.1,0.14475056839881428,1619.4013534579972,True,False
508,340.0,352,303586,0.1,0.1592277282086963,1621.0849344999988,True,False
509,850.0,609,304195,0.1,0.15451059644845755,1623.8329290000001,True,False
510,2020.0,1079,305274,0.1,0.18262800993742767,1628.797576375,True,False
511,1300.0,782,306056,0.1,0.18730985878833703,1632.3474798749994,True,False
512,300.0,360,306416,0.1,0.1717690357317527,1634.016190708,True,False
513,540.0,473,306889,0.1,0.16744555791808388,1636.183443916998,True,False
514,1950.0,816,307705,0.1,0.15713138020067824,1640.0125697919975,True,False
515,1280.0,988,308693,0.1,0.17174082988428202,1644.5843005419993,True,False
516,710.0,634,309327,0.1,0.1861216285372082,1648.742775374998,True,False
517,860.0,513,309840,0.1,0.16242847707151442,1650.9760103749977,True,False
518,640.0,541,310381,0.1,0.19283534387747447,1653.8301281249987,True,False
519,1250.0,562,310943,0.1,0.15392583063138382,1656.1994667500003,True,False
520,790.0,772,311715,0.1,0.1782113252487516,1659.709898666999,True,False
521,790.0,660,312375,0.1,0.17267212915149602,1663.0735966249995,True,False
522,910.0,661,313036,0.1,0.18269768898117256,1665.9212100419973,True,False
523,890.0,680,313716,0.1,0.16516783167334165,1669.1876556669995,True,False
524,430.0,405,314121,0.1,0.15353139489889145,1671.0569096250001,True,False
525,460.0,502,314623,0.1,0.15216437438130379,1673.321538332999,True,False
526,770.0,506,315129,0.1,0.164289576375461,1677.180709417,True,False
527,1430.0,808,315937,0.1,0.1773287327130242,1681.1203659999992,True,False
528,1920.0,892,316829,0.1,0.16991729541543887,1685.432398957997,True,False
529,470.0,428,317257,0.1,0.19203593045751624,1688.3227914579984,True,False
530,620.0,560,317817,0.1,0.18250161420021738,1690.618551624997,True,False
531,530.0,448,318265,0.1,0.1644945064825671,1692.4985501249976,True,False
532,370.0,411,318676,0.1,0.193663777801597,1694.3995888329991,True,False
533,520.0,479,319155,0.1,0.16806738460514725,1697.772403791998,True,False
534,1200.0,885,320040,0.1,0.1708728978829878,1702.6960232499987,True,False
535,650.0,494,320534,0.1,0.16679984073692222,1705.4279347499978,True,False
536,1050.0,747,321281,0.1,0.18090643765613995,1710.4563933749996,True,False
537,410.0,392,321673,0.1,0.159710915112982,1712.569070499998,True,False
538,2480.0,1161,322834,0.1,0.17651852275533922,1719.119819042,True,False
539,1510.0,966,323800,0.1,0.17786017454360142,1724.7130804579974,True,False
540,480.0,456,324256,0.1,0.16171190211255299,1727.0445622499974,True,False
541,600.0,527,324783,0.1,0.16777972754745082,1730.2114418329984,True,False
542,1470.0,899,325682,0.1,0.16131812863051892,1737.224500999997,True,False
543,420.0,385,326067,0.1,0.18904530856525525,1740.3819563329998,True,False
544,1300.0,871,326938,0.1,0.1513260468208325,1745.5623693749985,True,False
545,850.0,613,327551,0.1,0.15284540801266439,1750.8498866249975,True,False
546,1370.0,753,328304,0.1,0.17880216169924962,1755.050416416998,True,False
547,1500.0,791,329095,0.1,0.14930848571174035,1759.453590582998,True,False
548,360.0,462,329557,0.1,0.17888435506229772,1762.6197638329977,True,False
549,1000.0,667,330224,0.1,0.13331322407651092,1767.049017041998,True,False
550,660.0,506,330730,0.1,0.164728293609288,1769.256663917,True,False
551,790.0,725,331455,0.1,0.16663202865676985,1773.261967208,True,False
552,780.0,684,332139,0.1,0.13675576679364979,1778.7516020829971,True,False
553,610.0,484,332623,0.1,0.14494765711532645,1781.7429951249978,True,False
554,520.0,428,333051,0.1,0.15496353899067808,1783.6556747079994,True,False
555,460.0,450,333501,0.1,0.15814752491042677,1785.9714241669972,True,False
556,2910.0,1215,334716,0.1,0.15886036953643748,1791.3533615829983,True,False
557,3740.0,608,335324,0.1,0.1605192517959758,1793.858092082999,True,False
558,550.0,531,335855,0.1,0.13798556586896832,1796.061708707999,True,False
559,1350.0,863,336718,0.1,0.16093850237558838,1799.610191124997,True,False
560,990.0,662,337380,0.1,0.16280118019196643,1802.3081941249984,True,False
561,590.0,460,337840,0.1,0.15330323405239893,1804.168791917,True,False
562,1440.0,882,338722,0.1,0.1558389660478993,1807.8913807499994,True,False
563,530.0,483,339205,0.1,0.1758655908802324,1810.083958166997,True,False
564,460.0,435,339640,0.1,0.17649426430873916,1811.9443361249978,True,False
565,740.0,589,340229,0.1,0.16217913170706252,1814.379455541999,True,False
566,810.0,632,340861,0.1,0.17908445823513255,1818.0122964999973,True,False
567,1570.0,1382,342243,0.1,0.17246653701624146,1826.1478089169977,True,False
568,710.0,537,342780,0.1,0.17765150415124717,1830.4138987499973,True,False
569,1280.0,836,343616,0.1,0.16614208218940138,1834.1315046249983,True,False
570,920.0,861,344477,0.1,0.15274337731128515,1838.6444379169989,True,False
571,440.0,492,344969,0.1,0.1667376859643595,1841.5701909999989,True,False
572,790.0,690,345659,0.1,0.16910059440361205,1844.630756208,True,False
573,760.0,682,346341,0.1,0.1360409510980921,1848.3488648329985,True,False
574,770.0,680,347021,0.1,0.152342038513983,1852.1103035829983,True,False
575,1280.0,1112,348133,0.1,0.15397812137983258,1859.4665382499988,True,False
576,480.0,494,348627,0.1,0.16132256880826581,1864.205784124999,True,False
577,900.0,634,349261,0.1,0.1686463088453191,1872.672579916998,True,False
578,520.0,404,349665,0.1,0.1562728575144959,1875.6913746669998,True,False
579,1390.0,999,350664,0.1,0.14539222326874732,1882.7005545419997,True,False
580,800.0,630,351294,0.1,0.15145556052114553,1886.5911549169978,True,False
581,1480.0,1069,352363,0.1,0.1572278667841288,1893.022870375,True,False
582,410.0,527,352890,0.1,0.16136845709248024,1896.7089661249993,True,False
583,1130.0,737,353627,0.1,0.16489569950119956,1900.1576810419974,True,False
584,390.0,425,354052,0.1,0.14044383888907522,1902.2318011669995,True,False
585,310.0,328,354380,0.1,0.1718917350489192,1904.2333513749982,True,False
586,420.0,462,354842,0.1,0.18104336831880652,1907.4594227919988,True,False
587,1590.0,935,355777,0.1,0.16033176933693835,1914.0419689169976,True,False
588,550.0,470,356247,0.1,0.132819845349106,1916.335023874999,True,False
589,1340.0,922,357169,0.1,0.15072741501388096,1923.0622230419976,True,False
590,420.0,413,357582,0.1,0.16979241599012346,1926.2464971249974,True,False
591,380.0,359,357941,0.1,0.1628262882431348,1928.845637208,True,False
592,980.0,886,358827,0.1,0.18404314685528633,1936.5165180419972,True,False
593,270.0,327,359154,0.1,0.17895534043995345,1938.0365177919994,True,False
594,970.0,694,359848,0.1,0.17318715917310495,1942.0164282080004,True,False
595,420.0,422,360270,0.1,0.1686068957405431,1944.8026689170001,True,False
596,760.0,603,360873,0.1,0.16563532602609388,1948.0633495000002,True,False
597,750.0,925,361798,0.1,0.1719059275213258,1953.6536855829982,True,False
598,1450.0,900,362698,0.1,0.17940138712525366,1960.8525113750002,True,False
599,1040.0,902,363600,0.1,0.16098616113968656,1966.1790798749971,True,False
600,730.0,534,364134,0.1,0.15165073455388384,1968.5001581249999,True,False
601,470.0,483,364617,0.1,0.17153251739141862,1973.1156107919996,True,False
602,510.0,653,365270,0.1,0.15677199791545518,1976.438685457997,True,False
603,1200.0,1151,366421,0.1,0.1690440690015546,1982.895671416998,True,False
604,1160.0,787,367208,0.1,0.16253778039652683,1986.8506728329994,True,False
605,820.0,713,367921,0.1,0.184255366328727,1990.3993185420004,True,False
606,1120.0,880,368801,0.1,0.18111859231509947,1995.1881258329995,True,False
607,640.0,516,369317,0.1,0.16015172894148863,1998.364512832999,True,False
608,590.0,502,369819,0.1,0.14714043113589287,2002.0409070419992,True,False
609,480.0,431,370250,0.1,0.16819854142765203,2004.8396720829987,True,False
610,1540.0,932,371182,0.1,0.14408299234164118,2010.350612667,True,False
611,300.0,342,371524,0.1,0.16592907039232033,2012.1696340419985,True,False
612,4100.0,814,372338,0.1,0.15522150820111993,2016.9452816249977,True,False
613,200.0,298,372636,0.1,0.2172869962702195,2018.7179670829973,True,False
614,630.0,569,373205,0.1,0.17833942424138666,2021.9976735829987,True,False
615,910.0,612,373817,0.1,0.16199313067630225,2027.2813674169993,True,False
616,460.0,414,374231,0.1,0.18668956439761283,2032.0243022079994,True,False
617,480.0,453,374684,0.1,0.1960956089917505,2034.7195530829995,True,False
618,670.0,552,375236,0.1,0.14759018884944744,2038.5941500419976,True,False
619,690.0,511,375747,0.1,0.18626932370087762,2042.0130553329982,True,False
620,800.0,615,376362,0.1,0.17239584178700076,2046.4899662079988,True,False
621,1760.0,1255,377617,0.1,0.17305429335564945,2053.487355666999,True,False
622,550.0,481,378098,0.1,0.18618742803422114,2056.7816596249977,True,False
623,1460.0,880,378978,0.1,0.18613309179517357,2064.1969779579995,True,False
624,1110.0,722,379700,0.1,0.17805246243160733,2070.707632374997,True,False
625,600.0,605,380305,0.1,0.1893007584804336,2074.597262332998,True,False
626,1430.0,843,381148,0.1,0.17984106029732533,2080.1164234999997,True,False
627,1740.0,957,382105,0.1,0.1798734579967904,2085.246479499998,True,False
628,610.0,526,382631,0.1,0.14857958621196166,2088.2701101249986,True,False
629,540.0,469,383100,0.1,0.1788332606271162,2090.750382457998,True,False
630,360.0,412,383512,0.1,0.17868009972774868,2092.6422734169973,True,False
631,1040.0,958,384470,0.1,0.17555247722622241,2097.7472221669996,True,False
632,1200.0,687,385157,0.1,0.16894902178454538,2101.2263236670005,True,False
633,820.0,481,385638,0.1,0.1610377601037423,2103.6999973329985,True,False
634,610.0,466,386104,0.1,0.18944981071747777,2106.1286836670006,True,False
635,470.0,590,386694,0.1,0.17329590929811503,2109.0984534169984,True,False
636,430.0,480,387174,0.1,0.17814530758187175,2111.5979658329998,True,False
637,920.0,955,388129,0.1,0.17007426785063545,2117.113459791999,True,False
638,720.0,540,388669,0.1,0.1789402746491962,2121.1975930419976,True,False
639,1300.0,1047,389716,0.1,0.17284353014849524,2126.819840666998,True,False
640,790.0,782,390498,0.1,0.15160390474857427,2132.283518791999,True,False
641,1710.0,870,391368,0.1,0.1743466927234186,2137.712051874998,True,False
642,510.0,477,391845,0.1,0.14928845885921926,2139.8918119169975,True,False
643,1380.0,1078,392923,0.1,0.1536135476594964,2145.268870249998,True,False
644,820.0,626,393549,0.1,0.17658542158307544,2148.4177854169975,True,False
645,940.0,507,394056,0.1,0.17601867248927514,2150.8367485419985,True,False
646,440.0,577,394633,0.1,0.1619789243106627,2153.6322452919994,True,False
647,660.0,652,395285,0.1,0.17395492935656037,2156.791420374997,True,False
648,1240.0,732,396017,0.1,0.18407986532957826,2160.8887019169997,True,False
649,940.0,939,396956,0.1,0.18391211223095022,2167.3630064169993,True,False
650,690.0,665,397621,0.1,0.16718814950660768,2170.7730292919987,True,False
651,970.0,664,398285,0.1,0.17054607905447483,2176.060671957999,True,False
652,640.0,528,398813,0.1,0.18120541765044132,2180.0062162079994,True,False
653,680.0,542,399355,0.1,0.14478173737448674,2183.354482874998,True,False
654,1260.0,806,400161,0.1,0.16637584335622516,2188.8249035419976,True,False
655,440.0,468,400629,0.1,0.18771967329244074,2191.6863359579984,True,False
656,1270.0,848,401477,0.1,0.16958147160849482,2195.656891082999,True,False
657,530.0,467,401944,0.1,0.15887949700093168,2198.0033579579977,True,False
658,450.0,452,402396,0.1,0.1694526681923761,2200.3704512080003,True,False
659,1140.0,841,403237,0.1,0.16167933715596086,2206.2175800829973,True,False
660,510.0,602,403839,0.1,0.2095593941460053,2209.7428567079987,True,False
661,350.0,325,404164,0.1,0.18643471775803624,2211.223265124998,True,False
662,890.0,738,404902,0.1,0.18851581157144645,2214.416209125,True,False
663,660.0,586,405488,0.1,0.16911766591931687,2217.2868947919997,True,False
664,1270.0,863,406351,0.1,0.16600956979186035,2221.949306167,True,False
665,730.0,701,407052,0.1,0.16072791670872408,2227.8324339579995,True,False
666,570.0,457,407509,0.1,0.17252382214524245,2231.1159212079983,True,False
667,660.0,558,408067,0.1,0.16343842165397227,2235.2106371249974,True,False
668,360.0,397,408464,0.1,0.1665194635093212,2238.5926340000005,True,False
669,1490.0,940,409404,0.1,0.14878216671182753,2242.960501624999,True,False
670,640.0,606,410010,0.1,0.16310130012844573,2246.2360711250003,True,False
671,420.0,411,410421,0.1,0.14064706030111868,2247.9927429169984,True,False
672,1960.0,812,411233,0.1,0.17390287948286004,2252.153293874999,True,False
673,1370.0,855,412088,0.1,0.15345621210844995,2259.4469484580004,True,False
674,1220.0,864,412952,0.1,0.15192485131599284,2263.3234668330006,True,False
675,1170.0,697,413649,0.1,0.17228912236704225,2268.3701571249985,True,False
676,760.0,506,414155,0.1,0.15254310994512504,2271.3267548749973,True,False
677,1250.0,727,414882,0.1,0.1678879967798571,2275.6995146249974,True,False
678,1090.0,488,415370,0.1,0.1456824640941913,2278.223754249997,True,False
679,390.0,404,415774,0.1,0.1683025005282742,2281.7102104999976,True,False
680,540.0,497,416271,0.1,0.19411746706933744,2285.031987708,True,False
681,2970.0,964,417235,0.1,0.16786287972293948,2289.4599808329986,True,False
682,900.0,720,417955,0.1,0.1899151991431912,2294.6938553750006,True,False
683,590.0,576,418531,0.1,0.17237837837698558,2297.056590458,True,False
684,510.0,636,419167,0.1,0.1636452092174089,2302.3421459579986,True,False
685,470.0,511,419678,0.1,0.1743173718568869,2304.3913355419973,True,False
686,630.0,586,420264,0.1,0.1627099175436967,2306.7452152080004,True,False
687,980.0,658,420922,0.1,0.16254741205583986,2309.4059438330005,True,False
688,590.0,638,421560,0.1,0.15135758097749202,2312.018403708,True,False
689,1780.0,789,422349,0.1,0.18584670088617936,2315.233174541998,True,False
690,1640.0,1167,423516,0.1,0.1671913851511805,2321.9260834999986,True,False
691,890.0,706,424222,0.1,0.1610859473532235,2324.7798481669997,True,False
692,580.0,566,424788,0.1,0.14882076132885166,2327.1866942499983,True,False
693,980.0,584,425372,0.1,0.1469309986441409,2329.555414667,True,False
694,910.0,551,425923,0.1,0.17196756449058978,2331.775466457999,True,False
695,690.0,499,426422,0.1,0.1745073309838772,2333.8498139170006,True,False
696,980.0,708,427130,0.1,0.14591482782599616,2336.8467054579996,True,False
697,650.0,602,427732,0.1,0.163021769497963,2339.4757324579987,True,False
698,630.0,578,428310,0.1,0.14429115020256075,2342.1569180419974,True,False
699,1300.0,861,429171,0.1,0.15765517409457716,2346.1581927499974,True,False
700,810.0,641,429812,0.1,0.16483698012480824,2349.226428124999,True,False
701,420.0,460,430272,0.1,0.12136215690685355,2352.356522832997,True,False
702,1660.0,920,431192,0.1,0.16588907308228637,2356.687720624999,True,False
703,460.0,480,431672,0.1,0.15129528737937412,2359.0161004999973,True,False
704,710.0,560,432232,0.1,0.14971818274685314,2361.6550357079977,True,False
705,650.0,526,432758,0.1,0.1371197909799241,2364.6084864999975,True,False
706,750.0,692,433450,0.1,0.15432271977208253,2370.848855707998,True,False
707,1940.0,982,434432,0.1,0.14558593659260408,2379.207241707998,True,False
708,530.0,519,434951,0.1,0.1683279983988104,2382.217936792,True,False
709,720.0,675,435626,0.1,0.17039659052822717,2387.2136131669977,True,False
710,880.0,766,436392,0.1,0.16510154060476148,2391.179477499998,True,False
711,590.0,443,436835,0.1,0.16993999366055834,2393.9164327500002,True,False
712,1030.0,1025,437860,0.1,0.14450728120680914,2400.657150791998,True,False
713,720.0,650,438510,0.1,0.18005187446136534,2405.3739422500003,True,False
714,1650.0,880,439390,0.1,0.1442515427754684,2409.031758916997,True,False
715,620.0,487,439877,0.1,0.1594515870340535,2411.005909083,True,False
716,1650.0,970,440847,0.1,0.17043259419685552,2414.9995236249997,True,False
717,690.0,564,441411,0.1,0.1454368751258292,2417.809147374999,True,False
718,1300.0,584,441995,0.1,0.13560278625674035,2420.583558582999,True,False
719,1590.0,724,442719,0.1,0.17787330856968686,2423.9494142919975,True,False
720,910.0,625,443344,0.1,0.15774603809710522,2428.6585174169995,True,False
721,840.0,575,443919,0.1,0.16258530673030372,2430.9669288749974,True,False
722,1390.0,902,444821,0.1,0.13954708744994307,2437.7086314169974,True,False
723,1290.0,631,445452,0.1,0.16066168233327852,2440.4171590000005,True,False
724,700.0,531,445983,0.1,0.16106413629357563,2442.588459625,True,False
725,550.0,497,446480,0.1,0.1627633576095104,2444.6341457499984,True,False
726,570.0,551,447031,0.1,0.14790313625640242,2447.955219457999,True,False
727,920.0,787,447818,0.1,0.15198220812767593,2455.6543335829992,True,False
728,1670.0,740,448558,0.1,0.1727076460783546,2459.697889583,True,False
729,930.0,886,449444,0.1,0.16347263110717675,2463.2725069579974,True,False
730,960.0,654,450098,0.1,0.13915814157643933,2465.891831875,True,False
731,960.0,662,450760,0.1,0.15793311014681696,2469.5727920829995,True,False
732,1460.0,778,451538,0.1,0.14852690706317573,2473.3366673329983,True,False
733,770.0,579,452117,0.1,0.12961037891178295,2478.96310325,True,False
734,1090.0,1002,453119,0.1,0.15058618853241204,2487.449857374999,True,False
735,990.0,671,453790,0.1,0.1524056649234678,2492.9392193329986,True,False
736,860.0,613,454403,0.1,0.1575200102760706,2495.443593917,True,False
737,860.0,648,455051,0.1,0.14822041370940428,2501.131464708,True,False
738,1060.0,764,455815,0.1,0.1514628789343759,2505.639520875,True,False
739,760.0,650,456465,0.1,0.1518533297248779,2509.275676416997,True,False
740,1110.0,993,457458,0.1,0.13794110880623903,2513.1952874169983,True,False
741,800.0,679,458137,0.1,0.1409490315901006,2516.2839871670003,True,False
742,730.0,623,458760,0.1,0.14583866940572476,2520.4393535419986,True,False
743,1360.0,679,459439,0.1,0.1634810264470309,2523.1042948329996,True,False
744,360.0,389,459828,0.1,0.14500431343913078,2524.6501418749976,True,False
745,400.0,357,460185,0.1,0.18819621900159322,2526.0924654579976,True,False
746,800.0,543,460728,0.1,0.18615486565977335,2528.2384904579994,True,False
747,1190.0,663,461391,0.1,0.15341637260986096,2530.878237375,True,False
748,1750.0,849,462240,0.1,0.12890340630926997,2534.2722508749976,True,False
749,1230.0,788,463028,0.1,0.11854001605495583,2537.4206835419973,True,False
750,1400.0,834,463862,0.1,0.1307796385461608,2540.695523457998,True,False
751,1420.0,961,464823,0.1,0.15045813964679838,2546.390189374997,True,False
752,610.0,460,465283,0.1,0.1497011722429939,2548.2904322079994,True,False
753,2020.0,910,466193,0.1,0.13635237493731997,2552.2596237079997,True,False
754,1010.0,836,467029,0.1,0.15675550447910597,2558.967069582999,True,False
755,1400.0,695,467724,0.1,0.14073016012793985,2564.614970874998,True,False
756,1090.0,641,468365,0.1,0.1641112565761432,2569.6378926670004,True,False
757,830.0,642,469007,0.1,0.14789369341451675,2572.140390124998,True,False
758,1730.0,953,469960,0.1,0.15607180990372244,2575.891057249999,True,False
759,1270.0,876,470836,0.1,0.1269204743274543,2579.3436970000002,True,False
